iter	Logloss
190	0.154555225
191	0.1542321433
192	0.153867549
193	0.1533935244
194	0.1528846618
195	0.1521808005
196	0.1515738524
197	0.1511030138
198	0.1506077839
199	0.1502440026
200	0.1498324124
201	0.149335424
202	0.1490748901
203	0.1486719219
204	0.1482089869
205	0.1478737189
206	0.1475241565
207	0.1468067004
208	0.1462788824
209	0.1459229007
210	0.1454722654
211	0.1452376922
212	0.1447078133
213	0.1437863866
214	0.1437666655
215	0.1433356851
216	0.142989961
217	0.1426704435
218	0.1422854947
219	0.1416881519
220	0.1411794216
221	0.1408794077
222	0.1403255912
223	0.1399372011
224	0.1397001037
225	0.1390331037
226	0.1387390742
227	0.1383710859
228	0.1380351656
229	0.1375453528
230	0.1369140417
231	0.1364634158
232	0.1362200126
233	0.1359490887
234	0.1357612468
235	0.1353963311
236	0.1351520486
237	0.1348455682
238	0.1344677855
239	0.1341796175
240	0.1340037728
241	0.1335370939
242	0.1332091907
243	0.1328500325
244	0.1322593453
245	0.1318933518
246	0.1316754744
247	0.1313539904
248	0.1311066544
249	0.1310258698
250	0.1308347
251	0.130415452
252	0.1300462536
253	0.1294447888
254	0.1285615942
255	0.1283455793
256	0.1280297205
257	0.1278779173
258	0.1274390049
259	0.1272457269
260	0.1268371998
261	0.1265273254
262	0.1262817383
263	0.1261591196
264	0.1259066784
265	0.1255985529
266	0.1251344362
267	0.1247567291
268	0.1245258714
269	0.1242802938
270	0.1240891808
271	0.1238565929
272	0.123669271
273	0.1232331948
274	0.1229723962
275	0.1226482084
276	0.1222959232
277	0.1220779608
278	0.1217863894
279	0.1215490367
280	0.1211663758
281	0.1209765296
282	0.1205870334
283	0.1204044006
284	0.1202126637
285	0.1199813143
286	0.1195088875
287	0.1192266755
288	0.1188390417
289	0.1186510485
290	0.118638314
291	0.1183945042
292	0.1181876976
293	0.1178115126
294	0.117504446
295	0.11724724
296	0.1171106672
297	0.1169087293
298	0.1166670845
299	0.1164260354
300	0.1162503986
301	0.116111623
302	0.1158498317
303	0.1156772202
304	0.1155180618
305	0.1150646281
306	0.11452521
307	0.1142906463
308	0.1142170657
309	0.1142118849
310	0.1139459527
311	0.1134148826
312	0.1131645212
313	0.1126970199
314	0.1123722365
315	0.1122346616
316	0.111954832
317	0.111793641
318	0.1117726909
319	0.1115988409
320	0.1114308902
321	0.1113529985
322	0.1110698412
323	0.1107955611
324	0.1105514205
325	0.1104205012
326	0.1101577645
327	0.1100522955
328	0.1097368526
329	0.1094702398
330	0.1090938658
331	0.1088461705
332	0.1083982673
333	0.108022262
334	0.1079170388
335	0.1078049708
336	0.1075412793
337	0.1072661862
338	0.1070035157
339	0.106658217
340	0.1066398101
341	0.1065080116
342	0.1063700963
343	0.1058592105
344	0.1056163651
345	0.1054367198
346	0.1052660936
347	0.1051616172
348	0.1049714307
349	0.1049348342
350	0.1046806818
351	0.1046725702
352	0.1043990654
353	0.1042636744
354	0.1037011223
355	0.1035078538
356	0.103236911
357	0.1031024938
358	0.1026585046
359	0.1024745388
360	0.1022954891
361	0.1022168506
362	0.1021166852
363	0.1016043813
364	0.1014369128
365	0.1011724649
366	0.1009364548
367	0.1006619384
368	0.1005352167
369	0.1003883107
370	0.1002327447
371	0.1000916057
372	0.09994089914
373	0.09974844364
374	0.099532476
375	0.09928597187
376	0.09928375963
377	0.09897066138
378	0.09854963603
379	0.09843294505
380	0.09825890599
381	0.09798664911
382	0.09780978329
383	0.09730939144
384	0.09698979828
385	0.09670105359
386	0.09652156901
387	0.09629592045
388	0.09596523772
389	0.09583902654
390	0.0955719032
391	0.09549197891
392	0.09517315152
393	0.09493193219
394	0.09463850775
395	0.09431195643
396	0.0942177093
397	0.0940897775
398	0.09396908747
399	0.09377715195
400	0.09368938082
401	0.09349015625
402	0.09330697515
403	0.09329976173
404	0.09315984223
405	0.09285727575
406	0.09271254415
407	0.09255377333
408	0.0923856714
409	0.09222502868
410	0.09209100849
411	0.09189283331
412	0.09178053845
413	0.09149323077
414	0.09138384775
415	0.09121976377
416	0.09120608381
417	0.09091548612
418	0.09081180388
419	0.09079268785
420	0.09067197892
421	0.09054934136
422	0.09041307111
423	0.090311932
424	0.09019477778
425	0.09013623849
426	0.08983115724
427	0.08969873478
428	0.08939702862
429	0.08926324478
430	0.08904822254
431	0.0888824652
432	0.08879225493
433	0.08860734375
434	0.08846718789
435	0.08835507266
436	0.08827007157
437	0.08809182546
438	0.08792145456
439	0.08779123488
440	0.0876583019
441	0.08751634033
442	0.08727535735
443	0.08711595311
444	0.08682457074
445	0.08670985566
446	0.08651094307
447	0.08633664874
448	0.08624267578
449	0.08607280594
450	0.08595612442
451	0.08571544397
452	0.08555404493
453	0.08536271446
454	0.0852224168
455	0.08502148105
456	0.08495209799
457	0.08474827876
458	0.08440780167
459	0.08428485213
460	0.08411391399
461	0.08393927932
462	0.0837000737
463	0.08352950426
464	0.08340907895
465	0.08338113286
466	0.08324975034
467	0.08314300499
468	0.08308461696
469	0.0830059406
470	0.08280132724
471	0.0825016537
472	0.08241173651
473	0.08214210784
474	0.08186291171
475	0.0817363791
476	0.08153220062
477	0.08140815442
478	0.08108528071
479	0.08093605845
480	0.08085008359
481	0.08069148294
482	0.08051986411
483	0.08034109803
484	0.08004929969
485	0.07991264183
486	0.07967563899
487	0.07957757243
488	0.07946119344
489	0.07933920821
490	0.07923769094
491	0.07912642657
492	0.07881310143
493	0.07867836745
494	0.078542395
495	0.07844121335
496	0.07828657866
497	0.07815984279
498	0.07804413031
499	0.0777621736
500	0.07764017892
501	0.07747748941
502	0.07723712094
503	0.07707050328
504	0.07687578828
505	0.07671555208
506	0.07659447917
507	0.07642910944
508	0.07632558792
509	0.0762428227
510	0.07614905772
511	0.07598214226
512	0.07588254416
513	0.07569972231
514	0.07551066553
515	0.07539026386
516	0.07530826914
517	0.07515396061
518	0.07506726252
519	0.07496259233
520	0.07474722029
521	0.07466903081
522	0.07462677607
523	0.07443753022
524	0.07431459013
525	0.07423196672
526	0.07410598717
527	0.07386765604
528	0.07358065561
529	0.07328170531
530	0.07316936791
531	0.07299322532
532	0.07290927362
533	0.07268846552
534	0.07262452325
535	0.07244468415
536	0.07219926723
537	0.07212733159
538	0.07197919181
539	0.07187054148
540	0.07165920631
541	0.07151732982
542	0.07126447259
543	0.07114801797
544	0.07108142385
545	0.07085662615
546	0.0707451018
547	0.07053050971
548	0.07040624607
549	0.07020290427
550	0.07007326128
551	0.06998309829
552	0.06991757248
553	0.06966845431
554	0.06947670787
555	0.06930617152
556	0.06921241127
557	0.06907673189
558	0.06890791618
559	0.06877497374
560	0.06867762096
561	0.06858251352
562	0.06850126567
563	0.06842247113
564	0.06834856433
565	0.06813130621
566	0.06798263228
567	0.06779414748
568	0.06770643308
569	0.06758297775
570	0.06748270368
571	0.06739082951
572	0.06727569845
573	0.06717776425
574	0.06708260481
575	0.06699036666
576	0.06686238758
577	0.06673972639
578	0.06667575576
579	0.0665383983
580	0.06634200048
581	0.06613471162
582	0.06598723836
583	0.06574018589
584	0.06560821722
585	0.06549536458
586	0.06538274829
587	0.06527579023
588	0.06521495833
589	0.06512244129
590	0.06503202304
591	0.0649424651
592	0.06470865299
593	0.06452401125
594	0.06446567521
595	0.06435682635
596	0.06420203094
597	0.06409943119
598	0.06396418197
599	0.06370530253
600	0.06361746995
601	0.06354903229
602	0.06345996124
603	0.06337429836
604	0.06330676829
605	0.06322181446
606	0.0631573995
607	0.0630740434
608	0.06300989314
609	0.06289710195
610	0.06284489685
611	0.0626712974
612	0.06258913251
613	0.06250183408
614	0.06239921541
615	0.06235160497
616	0.06217199749
617	0.06209437052
618	0.06188932227
619	0.06183363809
620	0.061784619
621	0.06158218478
622	0.06148236451
623	0.06140606584
624	0.0613577227
625	0.06116531448
626	0.06110169365
627	0.06104581093
628	0.06099143141
629	0.06092297484
630	0.06080642568
631	0.06076116928
632	0.06066413322
633	0.06053081262
634	0.06048666234
635	0.06039477399
636	0.06028324018
637	0.06018916795
638	0.06010153391
639	0.06005201375
640	0.05996360921
641	0.05988702219
642	0.05981675045
643	0.05972941421
644	0.05962810493
645	0.05954758503
646	0.05950613388
647	0.05943849509
648	0.05934188918
649	0.05925418896
650	0.05920458844
651	0.05916553861
652	0.05909336662
653	0.05902745319
654	0.05894502359
655	0.05889285157
656	0.05868019756
657	0.05861680836
658	0.05853911994
659	0.05845435992
660	0.05835068241
661	0.05814715625
662	0.05810978924
663	0.05796389479
664	0.05778555415
665	0.05773933344
666	0.05765836449
667	0.0574676958
668	0.05738872164
669	0.05734376777
670	0.05726721857
671	0.05723155328
672	0.05714858479
673	0.05707809562
674	0.05701499476
675	0.05696012362
676	0.05691204047
677	0.05684118732
678	0.05679461209
679	0.05671096764
680	0.05658154683
681	0.05651379932
682	0.05644110735
683	0.0563738609
684	0.05633117127
685	0.0561642889
686	0.05612257304
687	0.05606528168
688	0.05600891681
689	0.05593282139
690	0.05581648495
691	0.05573915106
692	0.05560191177
693	0.05555312902
694	0.05536672883
695	0.05533428263
696	0.05528541953
697	0.05515216038
698	0.05508137813
699	0.05501620211
700	0.05493085594
701	0.05489684983
702	0.05484482435
703	0.05478244673
704	0.0547488046
705	0.05468092
706	0.05464217743
707	0.05453733707
708	0.05450625697
709	0.05447595211
710	0.05444545817
711	0.05437386287
712	0.05423739408
713	0.05418787393
714	0.05401274765
715	0.05395966805
716	0.05390128475
717	0.05383095629
718	0.05377709674
719	0.05371501218
720	0.05367764989
721	0.05361929023
722	0.05358345476
723	0.05351018138
724	0.05336472182
725	0.05327328253
726	0.05320632443
727	0.05306719434
728	0.05298622065
729	0.05294012757
730	0.05290997398
731	0.0528496006
732	0.05280352171
733	0.05274225965
734	0.05268265205
735	0.05255770772
736	0.05247166668
737	0.05242440603
738	0.05237867221
739	0.05232902442
740	0.05226520505
741	0.05220374447
742	0.05213843136
743	0.05207815726
744	0.05201671085
745	0.05197491463
746	0.0519165455
747	0.05184016647
748	0.05176516773
749	0.05173188485
750	0.05169939611
751	0.0516127311
752	0.05149422495
753	0.05142517279
754	0.05137441888
755	0.05126105572
756	0.05115226358
757	0.05111201309
758	0.05104882714
759	0.05098771635
760	0.05092184074
761	0.05084425159
762	0.05072199693
763	0.05067678307
764	0.05062108944
765	0.05058940902
766	0.05047179627
767	0.05038887506
768	0.05032591128
769	0.05027282696
770	0.05023579083
771	0.05019104496
772	0.05011714288
773	0.05005388603
774	0.04999953486
775	0.0499559991
776	0.04988461179
777	0.04981934596
778	0.04970602062
779	0.04963257706
780	0.04952151122
781	0.04948210687
782	0.04941665668
783	0.04937422231
784	0.04932274044
785	0.04926267905
786	0.04915437379
787	0.04911702096
788	0.04906315668
789	0.04903265328
790	0.04899122576
791	0.04893333879
792	0.04890366262
793	0.04887808004
794	0.0487984961
795	0.04874756729
796	0.04871301285
797	0.04867639743
798	0.04859955042
799	0.04855863815
800	0.0485035023
801	0.04844983182
802	0.04839798125
803	0.04834868799
804	0.04828454718
805	0.04818609774
806	0.04813408172
807	0.04804778542
808	0.04801923428
809	0.0479529096
810	0.04790207533
811	0.04783773127
812	0.04780257649
813	0.04774392848
814	0.04766116325
815	0.0475884382
816	0.04755040468
817	0.04751471575
818	0.04745611973
819	0.04739468751
820	0.04734556442
821	0.04731209246
822	0.0472149524
823	0.0471471718
824	0.04706091331
825	0.04699916911
826	0.04691003187
827	0.04685573743
828	0.04680367414
829	0.04676503083
830	0.0466873566
831	0.04662011961
832	0.04649662174
833	0.04645028758
834	0.04642383523
835	0.04635397948
836	0.04629605469
837	0.04622105122
838	0.04618960242
839	0.04613500545
840	0.04606826952
841	0.04598565557
842	0.04595493473
843	0.04592942305
844	0.04587834771
845	0.04579918919
846	0.04576386425
847	0.04573902853
848	0.04568334435
849	0.0455635241
850	0.04550944237
851	0.04545806923
852	0.04541289792
853	0.04534039503
854	0.04515367813
855	0.04508594953
856	0.04502232397
857	0.04495248239
858	0.04491904825
859	0.04487522886
860	0.04483292685
861	0.04476588839
862	0.04474512736
863	0.04469302625
864	0.04466385587
865	0.04459832533
866	0.04454833247
867	0.04450391275
868	0.04446937722
869	0.04440593129
870	0.0443413036
871	0.04429263903
872	0.04424206475
873	0.04421260602
874	0.04414302916
875	0.0441058654
876	0.04407285669
877	0.04404616799
878	0.04397963059
879	0.04394363441
880	0.04388475004
881	0.0437677849
882	0.04372526072
883	0.04367388757
884	0.0435615549
885	0.04351232309
886	0.04346571949
887	0.04343417143
888	0.04338713295
889	0.04336390915
890	0.04331525876
891	0.04324006148
892	0.04319549995
893	0.04317290957
894	0.04312760591
895	0.04303016332
896	0.04296978994
897	0.04293680486
898	0.0428751552
899	0.04284750691
900	0.04278050154
901	0.0427468925
902	0.04269589751
903	0.04265004552
904	0.04259515075
905	0.04247332151
906	0.04242680773
907	0.04236753102
908	0.04232863245
909	0.04221679612
910	0.04210135307
911	0.04206895415
912	0.04203778424
913	0.04200280437
914	0.04194506866
915	0.04189246649
916	0.04185452751
917	0.04182342851
918	0.04177268405
919	0.0417291861
920	0.04169919795
921	0.04165437171
922	0.04161759085
923	0.04158197755
924	0.04152485636
925	0.04149034918
926	0.04145637144
927	0.04142079596
928	0.04131527018
929	0.04128623216
930	0.04126237021
931	0.04124082922
932	0.04113928359
933	0.04111034483
934	0.04105755358
935	0.040989461
936	0.04094407697
937	0.04090290944
938	0.04087738831
939	0.04081169705
940	0.04076081551
941	0.04066369436
942	0.04063088418
943	0.04059893905
944	0.04054766989
945	0.04051883513
946	0.04049094577
947	0.0404187596
948	0.04037747389
949	0.04034237584
950	0.04032193152
951	0.04024585502
952	0.04020947122
953	0.04016021105
954	0.04011792794
955	0.04009975731
956	0.04007829669
957	0.04005788545
958	0.04001929414
959	0.03999376829
960	0.03996668725
961	0.03992710799
962	0.03988953771
963	0.03985525743
964	0.03983764459
965	0.03978679614
966	0.03976662599
967	0.0397046218
968	0.03963251126
969	0.03959981453
970	0.03954381364
971	0.03949942465
972	0.03944308341
973	0.03933918845
974	0.03929367444
975	0.03920805883
976	0.03916348312
977	0.03913153326
978	0.03910132294
979	0.03907157113
980	0.03903834498
981	0.03901498409
982	0.03895164925
983	0.03890474076
984	0.03886276255
985	0.0388222048
986	0.03878567683
987	0.03874595103
988	0.03872340556
989	0.03866400831
990	0.03857766474
991	0.03855210816
992	0.03851484277
993	0.03848702668
994	0.03846251477
995	0.03844420706
996	0.03841531557
997	0.03837718751
998	0.03832469879
999	0.0382859893
