iter	Logloss
467	0.08676765754
468	0.08656707159
469	0.08638312471
470	0.0862284853
471	0.08602618817
472	0.08589230978
473	0.08576216574
474	0.08567832748
475	0.08552310192
476	0.08534928975
477	0.08528935126
478	0.08517259411
479	0.08506535716
480	0.08496277158
481	0.08485659348
482	0.08466484703
483	0.08449547826
484	0.08429620641
485	0.08404915395
486	0.0839552188
487	0.08382908326
488	0.08360453136
489	0.08335114471
490	0.0830943357
491	0.0829451418
492	0.08275016208
493	0.08254140785
494	0.08244626259
495	0.08224878701
496	0.08210683489
497	0.08197537674
498	0.08168259518
499	0.0816293785
500	0.08139365195
501	0.08121227657
502	0.0810772637
503	0.08096692583
504	0.0808110763
505	0.0806924378
506	0.08037870613
507	0.08021276916
508	0.08014521073
509	0.07996741842
510	0.07991147898
511	0.07962002098
512	0.07952274857
513	0.07933316709
514	0.07914537716
515	0.07900580273
516	0.07885890616
517	0.07869753548
518	0.07854880956
519	0.07837390545
520	0.07820384653
521	0.07806625272
522	0.07792667356
523	0.07775281885
524	0.07761880338
525	0.07755972521
526	0.07739950792
527	0.07726017457
528	0.07715037085
529	0.0769961805
530	0.07680941633
531	0.07666948737
532	0.07662393317
533	0.07649846414
534	0.07639010215
535	0.07622075229
536	0.07599796829
537	0.0759064061
538	0.07574616991
539	0.07564420357
540	0.07558853357
541	0.07537268883
542	0.07529273145
543	0.07519606409
544	0.07510687959
545	0.07499923139
546	0.07485039674
547	0.07470939948
548	0.07454294254
549	0.07443080368
550	0.0743024559
551	0.07412489048
552	0.07404776459
553	0.07381692104
554	0.07364588363
555	0.07339774868
556	0.07330264123
557	0.07316973189
558	0.07310061354
559	0.07290367684
560	0.07278972281
561	0.07274177674
562	0.07266186663
563	0.07254385682
564	0.07237600069
565	0.07217627033
566	0.07199793441
567	0.07174833882
568	0.07162431625
569	0.07146267613
570	0.07134388636
571	0.07122528568
572	0.07108946922
573	0.07096813632
574	0.07084060158
575	0.07071686736
576	0.07057824306
577	0.07037108184
578	0.0702931618
579	0.07018968282
580	0.07012795752
581	0.06992508842
582	0.06975013705
583	0.06961369189
584	0.06955766264
585	0.06941733662
586	0.06930995785
587	0.06919903383
588	0.06913482685
589	0.06909855177
590	0.06896353418
591	0.0688323691
592	0.06870402604
593	0.06853053059
594	0.06846275471
595	0.0683580798
596	0.06828645614
597	0.06821721489
598	0.06817942717
599	0.06809718665
600	0.06790486824
601	0.0678047738
602	0.06773351884
603	0.06762938281
604	0.06752996433
605	0.06740995499
606	0.067247724
607	0.06712429704
608	0.06704510543
609	0.06687031005
610	0.06681019193
611	0.06665865344
612	0.06659639871
613	0.06654318203
614	0.06644869382
615	0.06638941712
616	0.06631967953
617	0.06626265288
618	0.06618435469
619	0.06601784102
620	0.06591046698
621	0.06583647509
622	0.06576473326
623	0.06570042228
624	0.06563862135
625	0.06557082657
626	0.06549369595
627	0.06543871136
628	0.06540313116
629	0.06535536472
630	0.06522854849
631	0.06515572889
632	0.06506120287
633	0.06493233512
634	0.06479749715
635	0.0647317728
636	0.06453207553
637	0.06447212758
638	0.06441960104
639	0.06430670113
640	0.06419374449
641	0.06409682188
642	0.0640305161
643	0.06392186105
644	0.06376734926
645	0.0635768602
646	0.06351269577
647	0.06342287312
648	0.06333109821
649	0.06326239112
650	0.06320613497
651	0.06312839929
652	0.06307829298
653	0.06296204634
654	0.06290037777
655	0.06272118154
656	0.06266010856
657	0.06260447638
658	0.06252216022
659	0.06244743565
660	0.06228992221
661	0.06220108751
662	0.06212915659
663	0.06205688533
664	0.06187864396
665	0.06173416289
666	0.06162939343
667	0.06145809604
668	0.06136915261
669	0.06119220644
670	0.06104306927
671	0.06095080748
672	0.0607802475
673	0.06072643521
674	0.06066782974
675	0.06059887211
676	0.0604411176
677	0.06027235861
678	0.06012793426
679	0.06005392819
680	0.06000364698
681	0.0599388964
682	0.05988101888
683	0.05979923215
684	0.05974187461
685	0.05968508904
686	0.05963593286
687	0.05957909529
688	0.05952432814
689	0.05944399733
690	0.05930212557
691	0.05924536836
692	0.05914310422
693	0.05909167908
694	0.05904168149
695	0.05897883116
696	0.05892716967
697	0.05885698302
698	0.05871773475
699	0.05863280456
700	0.058518444
701	0.05845214768
702	0.05836700477
703	0.058231869
704	0.05817709714
705	0.05809004924
706	0.05801750854
707	0.0579401652
708	0.05785422343
709	0.05780402731
710	0.05772292127
711	0.05763543376
712	0.05758869308
713	0.05753956999
714	0.05746667949
715	0.05741328319
716	0.05728243954
717	0.05720773387
718	0.05708230738
719	0.05699919236
720	0.05693636567
721	0.05680962034
722	0.05673171921
723	0.05669038624
724	0.05655430979
725	0.05644223238
726	0.05631403586
727	0.05627159676
728	0.05621095395
729	0.05613734022
730	0.05608150005
731	0.05603694798
732	0.05599289224
733	0.05586208641
734	0.05579207939
735	0.05566105612
736	0.05558530106
737	0.05556145802
738	0.0555293238
739	0.0554788157
740	0.05533728428
741	0.05524515013
742	0.05518108496
743	0.05513491152
744	0.05502973554
745	0.05497083227
746	0.05491410814
747	0.05487042112
748	0.05480979248
749	0.05477188659
750	0.05467931282
751	0.05459214675
752	0.05452929169
753	0.0544749878
754	0.05441952579
755	0.05439636344
756	0.05436048543
757	0.0542165007
758	0.05409127274
759	0.05402099156
760	0.0539989826
761	0.05395552246
762	0.05390231524
763	0.05386195602
764	0.0538241494
765	0.05377447324
766	0.05373344752
767	0.05366343105
768	0.05359221864
769	0.05351129695
770	0.05346192805
771	0.05339780143
772	0.05336579485
773	0.05331894072
774	0.05325704052
775	0.05319208195
776	0.05315568397
777	0.05306130448
778	0.05295214836
779	0.05291958872
780	0.052866944
781	0.05274970942
782	0.05265881847
783	0.05256337068
784	0.05252802209
785	0.05250390489
786	0.05248030765
787	0.05246046366
788	0.05236972398
789	0.05233230496
790	0.05224518616
791	0.05217198841
792	0.05212611278
793	0.05210713856
794	0.05207735839
795	0.05203373754
796	0.05192155613
797	0.05186998445
798	0.05183498567
799	0.05178877442
800	0.05166671356
801	0.05160075286
802	0.05155621024
803	0.05143981707
804	0.05136842503
805	0.05133073658
806	0.05127019303
807	0.05125229657
808	0.05117055711
809	0.05115002298
810	0.05110718681
811	0.05103790302
812	0.05099745872
813	0.05095835217
814	0.05086817972
815	0.05079485906
816	0.05076207725
817	0.05071041102
818	0.05065047253
819	0.05054376501
820	0.05050570785
821	0.05038624684
822	0.05032422374
823	0.05026024366
824	0.05020218179
825	0.05017015157
826	0.05012149173
827	0.05003878796
828	0.04999328575
829	0.04993487882
830	0.04986784036
831	0.04976393594
832	0.04970679584
833	0.04962898453
834	0.04958934382
835	0.04951436398
836	0.04940473516
837	0.04932319896
838	0.04928901323
839	0.04922879112
840	0.04919241204
841	0.04913005805
842	0.04906072227
843	0.04900876297
844	0.04890428659
845	0.0488039747
846	0.04873319245
847	0.04863685126
848	0.04858340768
849	0.04852404116
850	0.04847436501
851	0.04837525851
852	0.04832770479
853	0.04828155026
854	0.04822565336
855	0.04813017248
856	0.04806266605
857	0.04800646663
858	0.04797620903
859	0.04794398028
860	0.04790983708
861	0.0478601373
862	0.04782130963
863	0.04777919197
864	0.04774809297
865	0.04765310843
866	0.04760497801
867	0.04756776226
868	0.04751492374
869	0.0474604544
870	0.04741510819
871	0.04736385322
872	0.04731987784
873	0.0472831017
874	0.04723949503
875	0.04720123461
876	0.04714696381
877	0.04710678422
878	0.04705438058
879	0.04702770134
880	0.04699414902
881	0.04692376384
882	0.04688880287
883	0.0468328398
884	0.04678050234
885	0.04671859269
886	0.04666616541
887	0.04663011251
888	0.04655323241
889	0.0465108784
890	0.04647628141
891	0.04642440248
892	0.04633401731
893	0.04630104169
894	0.04626062575
895	0.04610268689
896	0.04606957418
897	0.04603355909
898	0.04598943245
899	0.04594205835
900	0.04591469842
901	0.04586891259
902	0.04583751579
903	0.04576243196
904	0.04572800042
905	0.04569839043
906	0.04566150084
907	0.04563726073
908	0.04561371077
909	0.04546254098
910	0.04541915648
911	0.045363945
912	0.04534132153
913	0.0453089226
914	0.04520777403
915	0.04517737936
916	0.04513814517
917	0.04499525711
918	0.04495054904
919	0.04492142121
920	0.04489982822
921	0.0448537446
922	0.04482444186
923	0.04478167188
924	0.04475474683
925	0.04473419851
926	0.04470638006
927	0.04468642735
928	0.04464173819
929	0.04450500469
930	0.0444540617
931	0.04441456281
932	0.04438039598
933	0.04433738491
934	0.04428842254
935	0.04426938687
936	0.04419600476
937	0.04415148578
938	0.04412375714
939	0.04407489876
940	0.04403398649
941	0.0440072836
942	0.04396638551
943	0.04392812036
944	0.04388125678
945	0.04386285453
946	0.0438370167
947	0.04379628878
948	0.04376897138
949	0.0436753624
950	0.04360763852
951	0.04355932375
952	0.04354196144
953	0.04351557054
954	0.04347273911
955	0.04345576441
956	0.04343804758
957	0.04340891029
958	0.04336198053
959	0.04332060028
960	0.04330035922
961	0.04327458756
962	0.04318890578
963	0.04312411737
964	0.04308043034
965	0.04305572699
966	0.04302451927
967	0.04300017516
968	0.04294496368
969	0.04291168081
970	0.04281916376
971	0.04277756134
972	0.04275022032
973	0.04271494737
974	0.04258613634
975	0.04256200968
976	0.04252697308
977	0.04249086345
978	0.04243263141
979	0.04235044288
980	0.04228151834
981	0.04224659519
982	0.04223058008
983	0.04219066521
984	0.04215596895
985	0.04203312341
986	0.04200201023
987	0.04197857371
988	0.0419348016
989	0.04191195123
990	0.04186960667
991	0.04181045759
992	0.04169243833
993	0.04164295598
994	0.04162052632
995	0.04159533608
996	0.04156495559
997	0.04144238894
998	0.0413776998
999	0.0413666386
